500,490,590,590
550,550,570,520
450,510,540,490
420,650,540,510
520,510,590,500
570,580,470,460
490,460,560,510
460,450,470,480
520,520,520,610
550,530,510,530
560,520,470,520
540,480,500,460
520,550,520,500
500,490,480,600
510,580,540,590
530,500,470,530
480,510,520,540
500,520,500,480
580,480,490,440
470,480,590,490
520,590,550,560
500,500,520,530
530,560,570,550
440,630,500,570
560,560,590,500
570,480,530,510
480,520,510,550
560,570,490,480
670,490,460,470
480,600,620,510
550,510,560,530
550,490,530,520
500,460,480,530
540,610,560,640
480,510,500,500
650,520,530,490
530,490,480,530
520,540,500,480
550,500,520,550
540,480,480,560
470,480,530,500
490,510,540,510
470,480,520,470
530,490,490,450
510,540,480,450
440,520,570,500
500,580,480,560
540,650,530,510
460,540,530,580
630,580,560,600
500,480,560,480
500,500,460,560
470,490,500,590
550,480,480,590
660,530,520,490
470,490,640,510
550,560,450,560
590,460,510,430
520,500,560,590
480,470,550,490
490,540,520,500
570,500,540,510
580,530,480,490
540,530,530,590
480,510,480,520
500,480,520,530
490,510,520,510
530,570,510,540
530,550,540,460
480,510,500,570
480,550,520,580
520,460,470,520
540,510,540,440
600,550,490,560
500,430,460,580
530,510,510,580
480,750,560,560
540,480,460,590
500,590,470,580
510,530,560,480
430,430,500,480
550,560,590,580
520,410,540,580
510,590,480,510
500,500,470,550
530,530,500,540
580,550,480,530
580,460,500,600
540,730,540,540
480,490,570,580
560,600,600,490
480,540,460,550
570,480,540,500
580,560,480,490
530,510,530,560
460,490,550,460
540,490,500,500
500,610,550,580
490,580,490,480
540,650,590,430
510,440,540,620
530,500,490,560
440,460,530,510
480,510,570,460
450,540,650,490
550,500,510,540
560,630,570,520
570,470,550,480
540,570,710,530
470,560,500,550
540,540,500,530
530,450,580,510
480,500,510,500
510,430,480,560
580,470,560,500
500,520,500,490
550,590,550,470
570,550,540,520
460,460,530,570
510,460,570,500
530,470,490,480
520,500,690,540
580,500,540,510
550,550,520,480
520,470,510,510
560,520,490,470
500,580,530,570
560,620,470,540
550,490,470,640
540,500,660,550
510,480,480,610
540,550,520,500
430,470,630,590
560,460,700,470
520,480,530,520
530,600,470,550
490,600,520,460
520,530,610,470
550,520,550,620
490,460,540,550
450,520,540,490
440,500,560,540
530,590,490,540
550,450,460,490
490,500,500,500
660,580,540,500
480,600,500,590
530,470,520,440
550,570,550,560
470,480,680,500
500,490,410,470
490,590,470,580
490,510,470,530
540,490,550,480
530,530,480,440
540,550,490,560
500,460,460,530
540,680,500,440
560,450,480,490
450,490,510,740
520,520,450,530
500,520,580,580
450,490,540,500
640,590,580,510
460,500,510,520
510,460,520,620
510,480,540,500
450,590,520,490
450,520,550,530
530,560,520,570
460,510,480,630
490,610,540,610
520,490,590,590
480,490,630,570
570,580,450,460
540,510,450,540
530,530,550,550
530,570,460,560
540,530,520,520
580,490,500,560
490,480,560,530
500,620,490,540
460,530,450,520
480,500,490,480
490,500,490,480
470,470,590,500
500,560,560,610
520,500,500,570
540,530,560,460
530,540,580,550
520,550,470,530
520,480,530,450
590,480,530,510
590,510,540,520
530,470,500,460
480,560,530,550
480,550,560,470
470,490,500,500
490,540,580,470
510,480,520,570
500,570,570,550
480,520,480,520
590,540,500,570
530,520,570,540
510,470,690,540
520,520,510,460
540,540,580,500
600,540,560,580
480,560,490,500
570,500,460,540
470,560,460,520
560,560,580,490
520,470,470,440
610,520,520,570
510,540,460,510
480,530,470,510
590,480,590,550
490,550,490,470
520,500,580,530
510,460,530,530
510,520,530,490
530,530,510,470
610,520,550,530
580,520,470,520
510,580,560,480
540,570,500,690
460,530,500,500
480,470,530,500
550,560,570,580
480,530,470,490
500,580,490,540
460,500,580,560
480,520,490,540
600,530,540,520
490,520,520,490
510,500,520,490
530,470,640,520
630,520,500,520
460,560,560,510
610,530,540,600
530,520,520,530
520,470,610,650
540,510,550,540
590,460,500,570
490,560,520,510
640,500,520,490
560,550,670,500
570,580,610,500
650,530,560,450
520,540,620,590
450,580,480,530
540,550,500,510
530,490,500,540
530,480,500,470
640,470,470,500
600,510,540,430
