460,550,550,570
480,550,470,520
540,500,510,530
540,570,520,510
530,630,460,590
470,450,470,470
490,560,500,540
510,460,470,550
570,550,550,500
520,560,520,480
530,570,490,490
500,500,530,450
520,500,440,580
480,540,490,540
590,510,570,460
490,520,510,520
520,540,530,550
490,590,520,550
520,470,670,690
530,520,550,510
470,500,510,490
580,470,560,590
480,480,510,520
550,540,520,600
480,510,550,530
640,490,510,480
480,530,690,470
510,520,600,490
500,510,470,500
580,500,640,520
480,490,520,570
530,530,580,550
460,520,560,550
560,520,470,520
530,540,500,510
450,510,600,490
520,540,470,560
500,490,510,550
600,650,550,470
520,460,490,600
550,490,470,520
470,540,520,580
500,480,520,540
480,470,510,530
600,520,600,440
560,520,550,490
490,570,480,590
480,540,560,510
500,520,580,560
570,540,480,620
520,590,620,520
540,590,490,520
580,490,510,540
630,490,510,520
570,530,500,470
640,470,520,550
600,470,480,590
510,440,520,540
530,520,510,460
510,490,510,520
620,520,460,610
490,550,510,540
570,570,480,530
530,500,540,530
470,710,550,540
460,550,530,470
530,500,540,500
500,520,740,620
550,540,520,500
480,480,550,600
510,590,500,520
530,550,510,510
570,450,590,550
490,650,520,500
540,580,500,550
480,510,460,500
500,500,500,460
520,600,490,550
460,590,470,590
520,500,460,570
470,540,540,500
500,440,570,530
450,510,500,520
540,520,550,590
490,500,570,540
550,580,630,480
500,510,490,540
550,530,490,560
490,470,530,530
600,560,470,580
500,470,470,590
490,550,550,490
620,660,530,490
490,450,540,490
500,570,500,600
550,500,480,540
550,480,480,610
580,520,550,430
480,560,540,590
550,540,530,530
510,510,620,590
430,480,510,530
460,440,580,610
480,460,510,520
560,460,520,540
590,460,510,500
560,450,490,620
520,560,530,580
510,540,510,520
510,500,520,560
480,530,460,520
510,510,570,550
570,480,510,480
520,490,480,510
530,510,510,540
500,480,490,500
510,480,540,470
490,610,490,620
480,520,520,580
480,550,510,590
470,540,600,540
560,660,520,540
480,530,470,500
580,510,530,510
520,550,490,480
470,580,480,700
510,590,510,500
460,590,550,490
420,580,520,520
540,670,450,470
510,560,600,540
490,560,480,550
480,520,540,520
570,660,580,470
490,550,510,520
480,570,570,510
560,560,560,460
530,560,470,490
470,520,500,520
480,640,590,460
580,470,640,510
550,490,520,520
560,550,580,510
510,590,470,560
450,460,530,480
490,500,530,460
500,620,530,520
520,550,550,470
550,520,540,470
520,490,540,530
600,520,660,450
500,680,480,450
610,510,490,540
510,510,510,500
510,520,470,540
550,590,550,460
510,540,500,480
540,520,470,450
580,480,520,580
490,550,500,530
510,600,500,540
480,590,550,540
590,560,520,610
470,520,590,490
480,550,470,510
520,470,460,610
450,560,570,660
500,550,560,510
580,470,500,490
510,510,520,540
470,500,500,600
500,500,500,490
580,550,480,550
480,500,500,580
490,480,520,520
620,580,480,500
520,530,550,470
470,590,560,510
550,560,460,440
530,490,530,580
530,610,590,460
540,450,470,550
660,570,470,510
540,550,520,430
480,480,470,530
500,510,480,520
520,540,540,470
480,480,460,480
520,480,490,500
450,560,510,600
500,480,440,430
610,480,540,570
500,600,630,570
490,590,500,640
470,500,530,480
550,510,520,630
530,480,620,490
520,520,500,540
490,520,510,500
550,510,520,510
550,540,510,520
490,590,460,530
540,500,590,550
450,540,480,510
540,500,520,510
470,540,580,550
480,520,530,470
500,440,580,500
540,570,520,480
580,700,490,620
560,460,450,540
580,480,500,500
530,570,570,540
510,500,470,500
510,500,520,460
450,540,470,570
600,540,590,510
480,480,470,510
520,550,570,470
510,480,540,480
510,520,540,540
620,520,500,470
470,560,470,480
470,500,500,500
600,460,480,550
500,480,470,550
510,510,490,430
650,660,640,510
480,560,480,530
510,520,560,510
480,590,540,580
550,540,560,510
530,510,480,590
530,480,490,540
570,530,510,490
480,520,520,600
480,600,540,480
540,490,480,540
510,510,480,540
560,460,640,530
540,630,520,530
530,510,530,550
490,500,560,450
510,560,530,570
520,540,510,550
490,500,510,560
610,500,470,520
630,500,540,480
530,510,550,530
510,670,450,480
520,470,510,520
520,520,490,480
550,520,450,480
550,540,490,510
510,500,590,500
540,560,570,460
