540,540,560,570,490,480,550,530
460,520,480,540,460,520,610,470
530,570,470,540,570,570,540,620
490,580,550,650,460,530,480,490
470,570,610,550,560,540,510,480
560,500,630,520,510,520,510,570
670,490,510,540,540,630,490,500
520,520,560,500,500,560,580,510
520,590,660,500,530,530,610,470
580,610,520,520,550,530,570,620
500,530,580,520,590,540,490,550
480,470,500,510,540,520,550,550
550,530,520,510,540,540,610,610
530,490,510,490,590,610,630,550
600,550,480,480,530,460,450,490
470,470,540,500,480,550,460,620
490,520,550,500,520,500,530,520
490,450,630,540,540,500,550,550
610,480,480,550,720,490,520,580
540,530,490,510,490,510,550,480
520,560,530,580,480,580,590,530
550,510,650,550,540,500,610,580
560,510,510,520,490,560,540,540
500,480,520,520,500,470,530,530
560,590,540,500,500,650,610,550
520,530,580,490,680,570,580,570
510,570,540,470,510,500,480,520
610,610,530,600,670,450,540,650
550,560,610,510,560,570,500,500
500,630,580,530,530,490,570,520
720,500,720,510,540,460,510,590
500,570,460,520,540,580,520,490
500,420,480,500,540,520,500,540
550,540,470,670,490,530,520,510
520,510,520,510,550,530,480,590
600,570,640,500,630,510,650,570
550,470,500,580,480,500,590,470
500,490,480,520,550,550,500,530
500,520,480,480,490,560,490,480
570,530,560,710,450,510,510,500
540,520,550,590,530,490,560,480
540,620,500,610,580,500,500,510
630,490,500,530,490,510,480,510
560,490,530,570,510,510,500,560
440,510,600,570,490,580,600,470
520,640,510,570,460,680,560,540
600,470,610,500,540,470,480,570
500,490,580,520,510,580,480,580
500,670,540,630,500,530,540,500
480,560,510,510,590,530,620,470
560,630,540,520,610,540,530,620
500,550,490,470,580,460,570,660
500,720,600,490,540,530,510,520
500,520,550,520,650,500,540,530
480,500,510,560,620,450,500,560
590,480,500,530,490,560,570,560
540,570,560,590,540,470,650,490
490,490,540,510,520,530,510,500
530,490,510,500,490,500,490,510
550,550,580,540,520,560,600,590
530,490,490,530,490,480,500,580
480,660,460,490,470,550,570,510
510,580,510,560,560,490,490,480
450,520,560,500,590,580,510,500
550,580,530,480,510,560,530,500
560,530,500,560,520,520,640,490
510,500,460,590,510,560,520,500
480,550,540,560,470,520,570,530
520,480,570,470,590,490,490,530
540,500,550,620,600,480,580,510
520,540,530,490,520,560,500,540
460,470,540,500,630,510,580,540
510,480,570,540,490,650,470,560
460,490,630,510,460,550,510,480
510,590,550,630,580,490,490,490
450,510,570,530,580,470,520,560
590,490,620,630,490,480,540,560
560,540,530,540,640,590,530,470
510,560,520,520,540,560,480,500
510,760,550,560,490,540,530,490
490,580,500,640,540,550,620,440
450,510,480,630,520,500,600,560
580,590,520,590,540,470,490,580
500,480,570,490,600,520,600,550
480,470,640,540,630,500,560,550
540,450,520,560,600,540,540,560
620,580,560,530,600,540,480,520
470,530,570,490,520,550,530,570
490,510,490,520,490,530,520,590
590,520,570,540,560,500,560,530
520,700,500,570,580,500,510,510
490,520,560,480,550,560,500,500
530,520,530,580,500,550,540,570
650,500,600,560,520,580,530,590
