510,490,490,550,560,540,620,570
550,500,560,550,550,510,520,510
540,580,570,620,550,530,520,510
510,480,560,470,470,550,520,510
480,610,510,490,610,530,530,560
470,520,540,520,540,600,490,490
550,500,630,540,470,550,480,530
460,540,490,510,510,530,500,500
490,570,500,570,530,510,550,510
550,460,500,570,480,610,510,560
530,540,610,510,570,530,540,470
630,580,530,510,470,460,510,620
490,550,580,510,520,540,550,470
530,470,470,520,500,530,480,530
590,580,550,470,560,530,480,530
530,560,520,490,660,570,530,470
470,540,510,550,500,620,540,620
570,460,590,600,550,650,550,530
560,580,540,450,560,560,510,580
470,480,540,550,480,660,650,660
600,500,510,540,550,480,490,530
490,640,660,580,500,720,530,510
510,540,510,600,530,510,500,660
530,650,600,540,480,570,460,560
510,550,540,520,530,470,490,570
530,540,500,530,580,490,520,580
520,620,560,560,530,500,530,550
570,580,570,500,470,550,550,510
540,520,520,500,470,600,540,540
460,610,590,550,560,490,520,620
530,560,520,550,470,510,480,550
520,460,500,560,470,510,540,570
500,580,600,520,550,480,570,540
480,570,480,490,600,610,540,490
530,560,530,490,520,510,510,480
540,500,530,510,500,530,480,570
510,520,490,470,530,470,520,560
510,510,500,480,520,510,530,540
570,530,460,560,480,490,590,540
500,610,520,500,500,560,520,580
470,500,500,530,490,520,500,580
500,480,580,520,540,470,630,490
480,520,500,500,510,540,500,510
520,510,600,550,550,510,590,560
540,490,490,510,570,530,480,600
490,540,600,460,590,540,550,550
600,610,570,570,530,570,510,530
570,480,470,550,540,490,530,470
580,490,690,450,550,580,490,500
550,510,660,550,540,570,450,550
510,460,480,510,510,560,520,610
530,550,520,520,560,540,550,520
640,530,600,530,520,560,520,590
570,570,480,500,520,590,520,540
450,550,500,530,520,620,580,650
500,560,600,510,510,720,510,460
570,530,630,520,490,560,590,540
560,540,510,520,640,490,490,500
490,530,590,570,510,600,560,540
570,470,490,530,470,590,540,510
480,500,520,470,490,570,570,500
670,560,620,560,480,610,520,450
520,540,510,490,480,550,530,600
480,600,520,580,480,510,570,490
480,500,520,560,530,540,540,520
510,650,600,490,630,520,640,530
520,510,530,600,520,530,490,500
550,530,500,570,500,500,490,530
580,550,680,540,560,550,590,500
510,550,560,520,460,520,530,510
480,490,470,530,540,550,540,510
530,530,510,560,520,530,530,530
480,520,510,520,630,520,590,520
570,460,530,540,530,520,480,590
570,680,550,510,520,520,490,560
570,510,470,460,460,550,520,520
480,580,530,520,510,540,490,550
540,510,580,490,520,560,550,550
490,500,510,490,500,580,530,530
570,540,530,500,490,500,540,730
560,470,520,560,590,530,530,550
520,520,580,510,470,540,540,530
520,520,530,510,610,470,620,520
500,660,510,530,560,580,650,520
520,500,500,530,570,550,540,520
510,470,640,570,460,500,620,560
570,510,560,520,500,580,510,640
470,480,500,460,540,520,500,500
440,510,510,610,530,470,620,530
530,470,490,470,530,520,530,610
590,560,500,620,530,590,620,480
520,580,480,630,570,710,680,580
550,500,480,480,550,620,470,510
580,550,640,520,570,560,490,570
480,530,520,510,570,560,530,610
490,550,520,520,510,480,600,500
520,560,530,570,490,620,530,530
520,500,600,580,510,530,510,480
640,510,540,580,590,570,590,560
510,510,530,530,520,700,550,490
490,530,520,560,520,510,620,480
520,550,450,560,530,460,510,550
590,580,610,570,560,470,530,500
490,500,530,550,550,480,600,500
570,500,560,530,500,500,500,520
480,500,510,560,520,560,490,600
490,540,560,600,550,510,520,600
550,480,510,590,610,480,540,530
520,550,530,500,540,590,510,540
560,520,540,550,510,640,500,560
490,460,640,480,590,490,500,580
640,530,590,550,610,540,530,540
560,480,460,570,540,550,550,530
580,490,480,600,540,510,500,500
540,540,550,510,600,490,540,510
480,580,530,550,500,510,570,490
640,530,480,470,450,570,550,520
550,590,500,520,590,540,570,510
490,590,520,570,540,510,550,580
520,520,590,520,500,520,570,530
500,530,460,520,720,550,490,490
580,540,530,530,460,560,580,530
540,500,530,520,510,480,560,530
470,490,510,560,720,500,560,500
520,500,520,600,560,520,760,550
560,460,510,530,540,540,510,510
630,640,510,490,520,530,510,500
490,510,550,480,500,600,510,710
510,530,530,500,600,530,490,560
570,550,520,580,570,500,580,510
600,490,540,640,520,540,580,490
570,540,510,520,450,600,520,470
500,510,500,500,520,640,510,530
520,670,530,640,550,530,550,560
520,620,660,490,500,530,520,480
540,520,520,490,470,550,530,540
530,530,550,520,500,530,540,540
530,490,560,550,470,530,580,530
480,500,500,610,500,560,460,550
580,500,560,600,520,450,560,520
500,660,550,630,560,510,540,510
560,540,620,630,540,510,470,470
490,590,480,570,490,500,540,540
490,510,510,640,530,540,480,620
580,570,550,620,540,500,640,530
570,570,490,520,620,510,460,530
500,510,560,580,600,520,590,630
460,510,490,600,530,440,570,520
520,530,530,510,520,550,520,550
530,560,560,540,450,540,560,500
510,480,480,550,550,520,520,530
510,550,540,500,600,590,490,490
520,640,520,510,530,510,600,500
580,570,560,480,520,490,560,540
570,510,520,490,510,560,510,520
570,450,480,500,470,490,500,500
510,460,580,530,520,510,530,520
520,470,530,510,530,550,520,670
640,480,530,530,580,540,600,480
560,500,510,560,490,580,510,490
570,540,570,480,480,580,460,550
480,530,590,480,650,640,540,550
540,590,530,550,490,530,570,450
490,510,530,500,600,500,570,610
530,510,500,620,580,650,580,480
500,540,570,560,500,450,490,520
590,490,460,610,490,520,490,480
670,480,600,490,520,560,530,670
500,510,530,540,590,480,530,550
470,560,540,600,620,580,530,520
570,550,500,480,480,530,660,490
590,470,610,500,530,570,500,580
480,480,590,500,520,530,500,590
550,520,520,550,580,670,660,610
590,610,560,520,500,580,470,530
440,570,530,520,500,500,630,510
500,530,460,550,470,680,570,520
510,540,530,500,510,550,500,520
570,560,490,540,510,540,550,490
510,550,530,540,520,540,540,540
510,600,490,580,580,560,470,580
580,500,520,470,530,510,480,600
610,610,510,520,540,510,520,610
610,510,710,490,470,490,560,500
470,480,590,530,470,520,530,480
650,680,460,490,490,600,550,510
600,560,510,500,530,530,540,570
480,540,600,560,550,450,530,570
480,510,610,530,440,540,650,510
480,580,540,540,570,590,550,660
480,480,520,560,530,560,550,480
570,550,530,560,500,520,520,560
570,470,470,510,490,520,630,470
480,520,510,490,580,530,520,530
510,510,570,490,620,480,520,540
500,550,560,520,520,470,640,510
590,480,530,480,540,520,540,520
580,490,520,590,510,540,550,540
480,560,550,480,480,570,540,600
510,490,500,500,510,540,520,450
630,560,550,510,550,540,510,600
560,570,500,460,620,620,630,540
520,490,530,530,510,510,490,540
550,510,520,580,580,540,600,610
560,600,610,520,490,510,510,550
520,570,560,580,540,620,460,550
480,510,500,480,610,520,510,530
500,540,510,450,540,460,580,470
460,500,510,550,530,530,560,550
540,540,520,550,530,520,570,490
450,520,570,510,540,500,510,490
500,570,540,630,510,510,510,530
550,560,470,530,440,510,510,530
560,620,530,520,610,470,580,520
540,580,620,490,570,490,510,490
610,480,530,530,560,600,510,530
560,540,560,500,630,490,520,570
530,480,500,560,460,660,570,460
590,560,470,620,550,520,620,480
540,480,490,490,500,520,540,510
590,500,570,580,460,640,640,590
560,520,540,520,610,590,760,610
530,590,510,670,470,450,460,480
600,500,540,520,530,540,490,490
510,490,520,720,520,550,640,520
610,560,530,450,530,570,480,460
560,540,610,540,550,680,610,540
490,480,460,510,480,520,510,610
510,630,490,650,530,520,480,570
480,550,540,590,540,580,480,540
480,470,500,520,480,510,560,490
500,560,540,490,560,600,500,470
470,550,490,470,570,500,520,570
560,580,510,490,470,480,560,570
480,540,490,480,540,440,500,520
510,520,540,510,550,590,510,470
520,500,610,480,600,540,520,590
480,580,530,560,490,530,480,520
500,580,590,510,620,590,550,530
440,500,580,570,580,570,510,490
550,590,620,510,540,540,520,480
610,530,540,580,590,540,490,520
510,490,540,600,560,460,530,530
510,600,610,560,700,500,600,520
500,540,470,530,510,530,510,540
580,500,520,510,500,520,550,470
480,530,560,490,610,500,560,490
500,500,490,550,530,570,540,560
540,520,460,490,570,540,510,560
520,470,520,500,500,570,510,530
500,500,490,580,620,540,540,520
580,540,560,550,540,490,600,530
630,530,630,580,480,640,480,500
610,540,710,560,480,480,540,570
560,520,520,510,530,490,510,490
520,490,490,550,550,530,510,460
540,510,490,670,540,590,560,550
520,530,520,480,530,510,560,640
500,530,530,530,530,530,520,500
550,510,540,560,590,520,480,620
640,590,500,590,610,620,490,490
520,650,550,540,580,570,570,500
670,450,560,700,500,490,600,530
510,550,480,560,520,500,510,530
570,500,590,510,520,550,530,460
610,520,510,490,480,550,620,560
550,450,650,590,480,560,530,500
560,550,480,500,560,500,520,550
540,550,550,570,500,650,500,530
620,550,540,490,550,540,710,560
540,520,530,530,620,500,500,600
570,590,510,640,560,570,530,530
610,530,580,530,570,650,510,630
540,480,520,490,470,560,510,510
570,510,520,540,480,460,590,580
600,560,550,530,480,550,520,510
640,640,710,620,570,550,460,570
450,500,560,570,470,490,600,490
530,480,480,550,460,590,500,510
510,490,570,480,550,460,550,540
550,590,520,510,510,490,540,560
530,570,580,610,550,540,720,510
540,480,590,520,530,530,520,530
470,590,530,490,500,490,590,580
580,560,470,490,540,520,560,600
660,600,600,570,510,550,580,500
520,530,450,470,480,640,550,550
550,550,510,470,550,490,490,590
490,480,570,580,490,550,590,510
590,650,580,550,520,550,550,460
490,590,640,590,630,540,480,520
550,540,590,530,590,490,620,540
530,490,600,520,530,570,530,440
560,560,520,520,660,520,570,530
610,480,490,590,690,570,500,510
500,580,470,530,530,610,680,500
550,540,510,480,490,490,580,580
470,470,560,520,610,580,460,690
520,740,560,530,480,560,540,640
460,510,530,470,570,530,580,510
560,490,500,570,510,470,480,530
480,560,570,560,490,530,560,460
490,520,520,560,450,490,620,570
530,530,470,450,550,500,520,670
500,520,470,490,610,480,660,490
460,540,580,590,500,560,610,550
520,510,570,560,510,490,490,470
570,600,540,460,540,610,510,560
520,510,620,550,580,510,560,520
620,510,570,540,610,550,560,520
470,480,480,520,510,490,510,480
480,550,560,480,560,650,540,580
590,620,500,530,540,500,590,520
500,520,530,540,540,640,520,590
520,540,540,510,570,560,520,470
510,500,530,550,570,520,570,570
460,500,490,490,530,490,450,490
550,550,550,470,530,580,460,590
530,560,540,570,520,630,630,570
590,470,510,560,530,550,520,540
590,500,530,520,520,550,540,520
530,500,500,530,570,510,480,570
500,550,570,570,570,520,580,500
470,500,650,480,610,620,500,590
540,570,530,530,560,560,470,500
580,550,480,570,450,470,460,490
790,510,590,560,480,590,480,500
530,570,500,500,500,600,510,510
550,560,520,560,540,580,580,530
540,600,610,470,560,540,490,540
520,550,660,470,520,520,510,580
540,540,580,470,590,610,500,660
500,580,610,520,410,530,540,530
440,500,450,530,560,510,510,510
520,620,570,500,510,620,500,470
550,560,500,580,500,560,570,580
520,530,570,520,570,540,500,520
530,490,590,480,550,470,550,520
530,520,590,520,480,500,540,510
