490,470,650,600
500,550,470,500
590,530,560,520
540,520,500,510
580,530,470,500
490,580,560,590
580,500,560,570
540,530,520,500
550,490,500,530
540,520,560,480
520,530,570,580
580,480,490,490
490,510,560,600
600,570,560,520
650,560,500,530
500,480,510,560
510,550,460,570
610,610,590,470
510,530,600,480
500,640,520,630
590,480,550,500
480,560,490,540
560,520,550,500
440,570,500,550
550,550,570,510
520,520,510,570
650,540,520,520
570,520,500,540
580,510,540,560
500,500,650,510
470,530,520,490
550,580,550,710
500,490,530,550
510,690,520,520
580,550,550,500
590,510,550,560
510,530,570,460
490,490,630,500
560,590,500,640
470,500,540,540
530,580,520,500
560,540,540,490
530,520,580,530
550,490,580,510
510,530,550,550
550,520,520,470
500,610,530,520
500,500,570,520
500,590,560,590
620,530,530,540
500,570,630,530
490,510,480,570
490,520,480,490
550,590,570,450
530,520,590,500
610,520,600,490
510,600,500,530
540,480,490,490
640,440,640,520
560,560,520,520
540,510,640,520
510,570,530,540
590,500,560,570
570,530,490,560
500,500,480,530
560,670,550,460
500,550,510,450
530,510,510,490
560,540,480,470
560,520,550,500
560,570,550,500
520,490,490,520
510,640,460,480
590,550,490,470
550,510,540,580
520,520,510,550
500,490,530,490
480,490,600,500
650,560,490,530
530,500,510,580
610,610,550,590
540,590,530,540
480,510,510,630
600,520,510,530
530,520,490,520
560,490,480,520
430,490,510,650
520,480,560,500
470,500,570,570
490,580,550,570
580,470,520,610
550,500,480,520
620,570,580,610
530,530,460,480
490,480,590,550
520,510,500,440
560,600,530,450
560,460,570,540
510,640,500,630
570,510,530,470
550,560,560,550
520,470,520,560
570,460,450,560
530,580,510,570
590,520,550,570
530,500,520,500
560,500,520,500
560,490,560,530
520,510,520,560
550,480,560,570
570,490,490,620
660,560,490,440
520,500,550,510
560,520,530,490
560,730,530,530
640,490,560,570
490,470,510,510
500,540,510,510
550,580,540,580
500,560,530,500
510,510,670,600
580,550,480,480
570,490,550,510
570,510,470,550
580,450,550,480
580,490,540,500
460,490,570,490
500,530,520,520
550,520,450,570
570,460,500,530
560,510,500,560
610,490,560,480
520,730,500,590
620,450,530,550
540,510,550,610
510,530,490,510
490,460,510,510
600,500,470,540
570,500,510,490
490,570,490,550
490,530,540,590
500,610,490,560
600,520,540,520
540,570,630,490
560,570,560,580
530,530,550,520
550,570,510,520
550,470,520,540
510,460,530,570
530,600,510,480
630,500,540,520
510,600,550,550
560,520,480,500
570,550,520,460
510,590,540,600
540,510,510,490
470,510,630,480
520,600,510,480
530,540,540,630
570,520,530,540
520,480,580,550
560,490,550,510
500,540,510,500
520,480,550,570
570,550,520,520
510,530,440,550
530,440,550,470
530,450,490,560
510,670,460,510
610,520,490,530
490,560,540,520
530,510,520,540
490,600,510,590
480,560,510,500
440,540,540,490
620,550,480,460
590,490,530,560
550,540,560,510
520,480,590,620
570,590,590,480
570,530,560,540
540,530,530,500
550,610,530,570
540,510,540,550
520,460,580,610
620,490,510,500
580,510,560,440
560,510,580,600
530,560,510,510
440,620,530,500
470,660,560,480
560,540,570,570
460,480,470,560
520,550,470,560
550,470,500,540
630,510,570,510
540,540,560,550
570,500,660,520
580,600,580,540
540,510,580,450
580,560,450,500
470,570,530,550
490,650,510,630
530,610,520,490
450,610,490,550
540,470,570,630
600,540,580,470
560,540,500,470
520,550,500,550
510,510,620,560
570,530,610,520
520,510,490,490
580,510,500,600
540,550,520,550
550,530,530,560
570,490,670,590
600,640,530,620
550,540,520,500
560,500,520,470
480,580,500,500
500,500,570,500
640,580,600,540
500,630,530,570
560,630,510,520
490,480,590,480
490,490,600,530
510,530,570,580
560,510,550,450
490,490,640,510
520,520,510,570
540,710,490,540
620,450,500,540
480,530,580,570
510,600,620,550
570,680,570,480
520,470,540,720
550,530,510,530
510,520,510,530
530,520,480,470
590,580,520,470
550,530,590,520
530,560,490,490
490,510,480,550
510,580,540,520
610,490,490,610
500,490,530,520
550,530,540,510
510,500,530,520
550,560,520,550
470,530,520,600
570,580,500,510
510,500,530,570
500,580,510,490
530,510,600,610
660,510,570,500
560,500,520,530
