500,560,630,500
550,470,540,600
620,540,530,470
500,590,530,500
610,540,570,490
520,590,550,590
500,550,510,530
470,540,470,590
590,490,530,530
560,480,540,470
510,500,490,550
540,520,530,530
520,490,480,470
470,580,480,540
560,490,510,560
490,500,520,540
540,570,640,510
490,490,450,550
520,490,700,520
540,600,480,540
580,520,480,530
530,510,550,510
530,510,510,520
540,600,560,620
540,460,470,490
580,540,490,520
540,530,510,510
480,490,480,490
520,500,500,500
540,520,590,510
550,490,520,470
490,570,510,520
500,520,560,480
530,510,570,520
550,620,480,530
580,570,550,550
570,510,540,580
500,680,560,480
570,540,560,580
630,500,470,460
550,510,520,600
490,490,480,510
480,530,520,540
550,520,470,540
550,480,550,450
450,540,530,560
560,570,550,470
540,530,510,530
480,500,460,520
540,520,610,550
540,520,490,580
560,550,560,500
630,560,520,490
530,520,560,560
560,530,690,530
630,540,570,500
610,480,580,550
580,530,690,640
480,600,570,590
630,530,530,570
530,510,550,450
560,540,440,660
570,590,470,520
580,610,580,490
510,530,510,470
580,610,530,510
580,540,550,480
520,530,530,560
530,530,550,480
510,610,590,480
500,560,540,560
510,520,490,530
540,500,500,540
510,500,640,500
470,580,600,590
500,550,540,550
540,500,580,1000
510,580,510,590
590,430,480,570
460,530,490,500
610,530,450,440
560,490,520,470
490,630,530,540
540,480,610,530
470,480,510,500
540,570,600,530
550,630,610,520
470,560,510,550
550,580,550,510
470,490,540,530
560,520,600,540
460,510,530,500
600,540,510,550
520,550,530,490
490,590,510,520
480,510,540,540
450,640,480,530
550,550,500,530
560,540,510,500
490,530,490,520
540,540,610,570
550,520,540,550
500,880,520,540
460,500,540,520
700,460,550,500
650,500,580,580
550,570,490,570
500,500,590,600
460,490,500,600
510,520,550,570
510,540,590,580
480,540,530,500
510,520,500,580
520,580,540,510
470,550,600,550
480,530,500,590
470,540,510,560
540,470,540,470
510,560,520,510
460,530,570,550
490,600,510,600
580,530,500,530
520,520,510,480
550,550,540,550
520,510,600,550
520,520,500,550
570,580,500,580
600,570,500,500
660,590,510,460
510,550,550,510
710,450,580,490
490,520,550,580
500,500,580,610
520,480,530,660
500,520,460,560
590,630,580,630
530,550,520,490
520,500,480,570
630,570,490,480
530,550,530,580
520,530,460,460
470,510,650,600
510,540,620,520
510,580,600,500
620,570,630,530
510,570,470,580
500,470,570,550
520,520,530,580
510,490,510,510
570,510,500,570
540,500,480,490
520,450,540,530
500,550,570,530
500,570,540,530
500,610,500,570
670,590,520,550
440,470,550,530
550,520,490,550
480,520,470,590
510,610,520,500
490,520,670,480
490,530,510,560
520,550,540,780
590,510,470,540
540,530,650,600
450,510,500,570
580,550,550,530
590,550,510,460
500,530,510,510
490,510,530,630
510,460,540,560
550,600,650,560
600,560,560,530
480,510,550,560
620,470,500,500
490,510,630,520
550,540,570,480
480,490,550,600
510,530,550,510
490,500,630,510
450,550,530,530
530,730,520,470
470,560,500,500
480,560,470,500
560,470,530,560
550,570,570,520
490,560,550,520
540,630,500,540
510,490,550,510
530,510,550,570
550,500,550,520
600,530,480,560
520,480,520,530
460,530,580,500
500,550,530,550
610,470,600,510
540,530,610,570
520,440,660,620
560,540,510,500
530,510,570,580
560,590,480,520
540,650,460,480
490,510,510,600
520,560,510,630
500,550,500,550
570,570,500,650
490,630,450,490
520,480,640,550
520,510,490,530
560,530,550,530
510,460,460,630
540,550,530,570
640,670,470,510
650,540,530,480
550,530,570,590
580,560,510,530
590,530,480,630
580,560,500,510
480,480,570,520
500,500,490,510
570,670,470,510
560,530,660,640
560,520,570,590
500,500,620,520
600,550,550,570
640,550,590,490
520,540,500,560
500,560,580,530
470,510,480,460
510,490,490,510
450,540,620,550
500,500,510,490
620,510,550,480
500,540,510,510
490,570,480,480
500,530,500,500
600,510,630,530
540,600,650,590
610,530,550,570
490,470,470,450
500,490,500,520
590,490,500,470
510,610,480,480
520,470,540,520
570,570,520,490
560,480,520,580
450,510,560,500
550,440,550,560
520,550,540,560
620,540,590,620
490,520,580,600
460,520,560,630
500,560,500,690
460,660,590,570
480,530,600,570
490,550,480,560
