470,610,520,590
570,490,560,470
540,500,580,530
590,620,470,450
560,480,660,530
460,490,550,530
520,620,490,460
560,530,510,490
530,540,430,600
610,500,480,480
580,560,480,550
510,450,530,510
500,550,500,570
530,480,520,520
600,490,520,500
490,490,480,450
500,470,590,520
440,610,620,560
480,500,500,480
580,440,580,470
520,670,470,520
610,500,510,540
510,590,580,570
550,480,560,440
490,500,490,480
490,510,590,480
560,640,550,560
510,460,500,500
450,490,530,580
540,520,550,490
490,610,530,640
500,520,540,510
620,670,520,590
510,460,540,500
520,620,520,530
480,520,510,560
550,530,550,520
510,570,490,440
510,620,520,520
510,610,480,580
520,520,490,520
480,520,530,490
500,500,510,530
490,510,510,540
590,510,480,600
580,630,450,510
560,460,460,540
620,530,550,530
530,550,500,440
470,550,590,450
640,530,520,490
470,610,510,560
550,590,540,510
580,450,530,540
510,530,490,660
500,510,470,460
480,540,530,570
540,600,610,520
560,570,500,480
560,500,560,470
600,500,490,560
600,600,470,490
580,570,480,540
460,600,480,570
550,540,570,540
620,550,480,470
600,480,540,480
560,520,480,510
520,470,560,510
510,500,490,590
510,550,530,490
530,500,480,480
460,490,520,570
590,520,500,590
520,610,530,490
600,530,510,550
530,570,510,550
520,560,470,650
510,510,510,480
520,510,510,560
550,460,600,510
490,470,510,590
520,470,530,630
550,550,570,590
460,570,480,590
680,450,480,530
520,500,540,490
490,600,490,610
550,530,520,540
590,490,460,500
570,530,520,590
590,660,470,590
530,680,620,480
510,510,500,480
500,520,470,480
470,500,490,460
590,510,570,510
550,520,520,570
560,510,660,490
590,510,520,600
590,470,550,550
520,520,600,510
640,670,530,540
500,520,500,460
510,450,510,590
560,490,500,520
580,530,510,520
530,520,460,520
490,500,530,460
620,490,560,540
560,500,500,570
560,590,500,500
590,490,520,460
530,590,560,510
520,590,550,560
540,600,510,500
550,580,480,480
560,500,530,520
580,520,570,490
520,490,500,500
570,530,460,470
490,510,480,510
470,550,490,560
460,470,690,430
510,460,470,490
580,460,460,490
480,500,550,510
490,510,550,490
470,630,480,530
590,510,460,580
540,540,560,540
550,480,540,480
510,500,450,590
580,530,460,580
510,530,470,550
580,540,500,650
490,580,520,440
490,590,530,540
510,530,480,510
560,520,600,500
460,570,510,490
460,540,500,590
480,510,430,490
490,560,490,530
470,560,450,510
490,490,480,420
510,550,570,490
560,590,560,520
520,510,610,490
530,610,560,460
520,480,490,450
490,480,490,490
500,470,560,500
490,550,530,590
460,470,470,570
520,460,460,510
530,490,520,550
560,620,510,470
540,540,430,540
600,490,540,530
460,550,490,600
530,570,480,610
480,520,510,500
530,470,570,580
510,510,560,490
510,620,490,550
530,560,480,600
440,530,520,580
500,540,610,470
530,510,560,560
650,590,520,560
590,520,550,520
570,520,500,490
510,520,500,480
550,550,550,540
550,510,450,470
500,550,570,500
640,570,540,440
520,530,650,510
560,520,510,630
550,510,560,490
580,480,490,520
520,630,490,520
430,520,470,500
460,510,430,480
540,650,520,520
560,510,490,650
590,480,570,620
470,500,500,550
460,540,490,480
530,540,560,500
560,510,550,560
520,530,560,510
530,530,550,450
500,650,560,510
540,600,580,540
520,530,560,520
510,500,490,520
480,500,490,520
550,480,560,450
480,510,470,530
550,480,500,480
600,520,530,450
520,450,500,500
500,540,530,560
480,580,470,500
510,570,560,490
460,510,570,510
490,600,500,510
540,490,500,620
470,500,650,560
470,450,480,460
600,450,600,550
600,460,500,530
510,520,490,570
500,470,540,540
560,480,500,490
430,520,490,600
590,520,560,630
510,550,500,460
560,550,500,540
550,540,540,480
570,550,570,570
470,490,620,550
520,520,570,550
620,470,490,600
530,560,510,510
490,480,480,550
520,480,570,560
500,500,570,500
500,550,460,580
580,570,460,480
560,490,510,520
480,520,490,560
490,570,510,530
550,590,470,540
570,490,540,560
540,500,490,490
480,440,490,450
640,450,490,590
510,450,590,490
560,520,540,540
490,460,480,490
570,520,460,560
560,490,490,570
480,520,620,560
550,470,580,620
480,470,520,440
560,490,480,590
550,500,520,610
470,500,410,540
630,530,560,540
540,470,510,530
510,530,480,470
500,520,530,510
530,530,550,480
