470,530,500,600,500,460,480,600
570,500,520,540,500,460,500,480
580,490,530,490,560,480,490,480
570,600,540,520,480,500,480,590
490,500,510,550,490,490,510,500
440,500,490,550,480,530,490,500
610,640,590,460,500,460,490,690
480,470,540,530,630,530,460,550
470,530,650,570,530,510,480,490
600,560,480,520,450,520,460,580
540,550,580,590,520,470,540,490
570,570,510,490,550,500,510,540
620,560,500,420,580,530,530,470
530,510,530,520,550,550,490,500
460,470,620,520,450,590,510,590
540,620,510,480,530,480,540,500
610,650,550,520,480,530,580,490
590,590,570,510,480,550,470,450
500,490,520,490,540,500,580,500
600,540,500,540,500,530,490,480
540,470,540,540,500,480,460,510
520,550,480,500,490,440,510,530
520,500,530,480,640,660,570,530
520,460,500,520,460,540,450,580
500,500,490,510,440,530,570,510
430,550,600,510,440,500,450,600
620,480,470,660,630,510,530,470
470,630,610,540,530,560,530,630
510,500,500,590,470,660,500,490
540,500,570,470,480,520,790,520
510,480,520,500,540,670,460,490
490,580,490,450,620,560,570,560
560,460,500,580,560,460,500,530
510,480,460,470,510,490,470,590
490,470,510,600,440,530,530,520
460,510,560,590,540,550,520,470
490,580,510,530,480,530,450,520
500,540,460,570,500,470,530,500
490,440,480,470,460,500,490,510
510,440,640,480,500,510,510,480
470,470,570,500,490,610,590,460
650,500,520,510,520,650,590,490
490,580,500,580,540,540,570,480
560,460,610,530,520,600,540,530
460,540,480,570,560,510,550,460
550,560,480,520,570,530,550,520
520,530,480,480,540,540,460,480
550,500,480,660,630,550,450,510
460,480,490,510,560,570,570,560
550,550,520,500,530,560,570,490
470,540,530,460,540,570,480,530
500,500,560,510,560,450,490,560
530,590,510,480,530,500,590,460
520,470,470,530,560,630,490,540
520,510,460,420,490,510,600,550
490,480,560,550,500,620,470,480
510,530,560,550,540,570,510,490
500,520,510,670,510,490,580,540
550,560,490,520,610,610,560,520
500,550,470,480,500,530,540,570
490,470,480,470,570,460,670,520
580,470,530,580,520,520,590,510
570,520,690,530,660,590,510,480
610,570,500,480,550,540,500,490
480,500,610,560,550,510,510,450
470,580,530,450,520,530,540,540
490,520,530,550,500,580,520,500
610,450,500,580,560,520,460,480
510,560,550,540,530,510,480,480
530,550,480,570,470,510,530,550
430,660,480,550,530,620,500,450
560,480,550,440,530,560,480,550
540,530,520,490,470,520,560,490
470,500,520,510,490,510,500,520
460,550,550,490,470,730,530,530
470,490,570,450,500,520,490,570
520,600,480,560,500,490,510,560
540,490,560,580,470,500,540,490
500,540,470,630,500,500,490,510
630,470,510,600,490,510,510,530
490,510,540,540,570,550,710,470
480,600,520,510,510,590,460,550
560,580,590,540,460,500,500,510
490,500,450,480,470,550,470,530
520,480,480,580,570,500,570,490
550,490,590,600,530,610,600,530
510,480,500,570,520,500,440,520
500,580,440,510,540,580,580,510
530,560,500,550,470,480,500,510
510,580,580,460,520,500,570,520
530,470,480,450,490,520,430,510
540,470,500,520,580,450,580,480
590,550,470,490,510,520,590,520
610,540,500,520,450,530,490,500
570,550,460,500,530,450,530,560
540,540,520,500,620,470,600,490
620,530,560,450,480,490,570,510
540,490,540,590,580,540,530,540
550,490,730,560,600,660,530,480
580,460,590,540,520,450,470,490
550,520,510,620,450,570,550,510
490,500,470,490,600,530,480,710
480,520,550,550,600,490,610,590
580,540,510,530,480,480,520,500
530,530,510,510,540,570,540,500
510,540,530,570,570,680,540,530
600,460,520,510,520,490,590,540
530,480,540,530,500,530,500,460
500,540,540,480,580,470,490,470
510,550,540,560,550,540,590,520
490,480,590,490,550,510,470,520
490,550,520,560,500,510,560,530
540,600,540,490,500,540,580,500
490,440,510,630,500,500,510,480
520,540,520,530,530,450,520,590
440,490,560,490,560,560,560,510
480,530,530,500,490,530,560,520
480,580,450,560,540,620,440,480
510,510,570,480,510,500,540,530
440,510,520,560,510,600,490,470
500,500,520,530,480,510,610,580
550,480,620,580,520,620,560,510
500,590,540,450,490,460,480,520
620,490,490,680,560,510,440,530
500,550,530,510,510,490,500,490
480,540,510,460,500,630,500,600
580,530,560,510,500,500,530,480
510,490,510,500,500,660,480,420
520,630,500,530,470,600,530,520
590,560,480,480,500,570,520,590
550,530,500,520,510,460,510,490
500,530,530,630,610,500,590,510
500,570,610,530,500,550,530,510
520,550,510,500,500,560,520,550
